"BA","DM","DO","DS","PB","PE","PF","PH","PI","PL","PM","PP","RF","RM","RO","date","timestep"
0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1977-07-16,1
0,13,0,3,0,0,2,0,0,0,0,1,0,0,0,1977-08-19,2
0,13,0,5,0,0,1,0,0,0,0,0,0,0,0,1977-09-11,3
0,11,2,7,0,0,0,0,0,0,0,0,0,0,0,1977-10-16,4
0,8,0,7,0,0,1,0,0,0,0,0,0,1,0,1977-11-12,5
0,9,0,9,0,0,1,0,0,0,0,0,0,0,0,1977-12-10,6
0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,1978-01-08,7
0,8,0,5,0,0,1,0,0,0,0,0,0,0,0,1978-02-18,8
0,8,0,8,0,0,1,0,0,0,0,0,0,1,0,1978-03-11,9
0,7,1,10,0,0,0,0,0,0,0,0,0,0,0,1978-04-08,10
0,12,1,9,0,0,0,0,0,0,1,1,0,0,0,1978-05-17,11
0,8,1,9,0,0,0,0,0,0,0,1,0,0,0,1978-06-08,12
0,9,1,10,0,0,0,0,0,0,0,2,0,0,0,1978-07-07,13
0,10,1,9,0,2,0,0,0,0,0,0,0,0,0,1978-08-04,14
0,13,0,8,0,0,1,0,0,0,0,2,0,0,0,1978-09-03,15
0,10,1,7,0,0,1,0,0,0,0,1,0,0,0,1978-10-06,16
0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,1978-11-04,17
0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1978-12-02,18
0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,1979-01-28,20
0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1979-02-24,21
0,4,2,7,0,1,0,0,0,0,0,0,0,0,0,1979-03-31,22
0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1979-04-28,23
0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,1979-05-29,24
0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1979-07-03,25
0,4,1,7,0,1,0,0,0,0,0,1,0,0,0,1979-07-24,26
0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,1979-08-21,27
0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1979-09-22,28
0,6,1,6,0,0,0,0,0,0,0,1,0,0,0,1979-10-24,29
0,9,1,4,0,0,0,0,0,0,0,1,0,2,0,1979-11-17,30
0,16,1,4,0,0,2,0,0,0,0,0,0,1,0,1980-01-15,32
0,4,2,2,0,0,2,0,0,0,0,0,0,1,0,1980-02-24,33
0,7,1,7,0,0,1,0,0,0,0,0,0,0,0,1980-03-21,34
0,4,1,7,0,0,1,0,0,0,0,0,0,0,0,1980-04-17,35
0,4,2,10,0,0,1,0,0,0,0,0,0,0,0,1980-05-17,36
0,8,4,11,0,0,1,0,0,0,0,0,0,0,0,1980-06-22,37
0,7,4,10,0,0,1,0,0,0,0,0,0,0,0,1980-07-21,38
0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,1980-08-13,39
0,5,1,8,0,0,0,0,0,0,0,2,0,0,0,1980-09-07,40
0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,1980-10-11,41
0,5,1,5,0,0,1,0,0,0,0,0,0,0,0,1980-11-08,42
0,11,1,4,0,1,1,0,0,0,0,0,0,0,0,1980-12-15,43
0,7,1,3,0,0,0,0,0,0,0,1,0,0,0,1981-01-11,44
0,7,1,4,0,0,0,0,0,0,0,1,0,0,0,1981-01-31,45
0,8,1,6,0,0,1,0,0,0,0,0,0,0,0,1981-03-08,46
0,9,2,7,0,0,1,0,0,0,0,0,0,0,0,1981-05-03,48
0,11,3,10,0,0,2,0,0,0,0,1,0,0,0,1981-06-04,49
0,9,2,5,0,0,1,0,0,0,0,2,0,0,0,1981-07-07,50
0,7,1,4,0,0,0,0,0,0,0,1,0,0,0,1981-07-30,51
0,9,2,3,0,0,0,0,0,0,0,0,0,0,0,1981-08-30,52
0,5,0,3,0,1,0,0,0,0,0,0,0,1,0,1981-09-29,53
0,8,1,4,0,0,2,0,0,0,0,0,0,0,0,1981-10-24,54
0,18,0,3,0,0,0,0,0,0,0,0,0,1,0,1981-11-22,55
0,10,0,6,0,0,1,0,0,0,0,0,0,2,0,1981-12-30,56
0,16,0,2,0,1,0,0,0,0,0,0,0,2,0,1982-01-24,57
0,25,0,5,0,1,0,0,0,0,0,0,0,8,0,1982-02-22,58
0,15,1,4,0,1,1,0,0,0,1,0,0,2,0,1982-03-29,59
0,10,2,5,0,1,0,0,0,0,1,1,0,1,0,1982-04-28,60
0,11,1,4,0,0,0,0,0,0,0,0,0,1,0,1982-05-21,61
0,12,1,8,0,1,1,0,0,0,0,1,0,0,0,1982-06-28,62
0,17,1,8,0,0,2,0,0,0,0,1,0,1,0,1982-07-25,63
0,21,2,6,0,0,4,0,0,0,0,1,0,1,0,1982-08-15,64
0,14,1,6,0,0,0,0,0,0,1,0,0,0,0,1982-09-18,65
0,17,2,7,0,0,6,0,0,0,0,0,0,1,0,1982-11-21,67
0,16,2,8,0,0,3,0,0,0,1,0,0,5,0,1983-01-12,69
0,14,3,2,0,0,1,0,0,0,1,0,0,2,0,1983-02-26,70
0,17,1,4,0,1,2,0,0,0,0,0,0,3,0,1983-03-14,71
0,10,1,8,0,3,3,0,0,0,1,0,0,1,0,1983-04-16,72
0,10,1,4,0,2,1,0,0,0,0,0,0,2,0,1983-05-14,73
0,10,4,7,0,0,1,0,0,0,0,0,0,0,0,1983-06-17,74
0,9,2,2,0,0,0,0,0,0,0,1,0,0,0,1983-07-16,75
0,10,2,5,0,0,2,0,0,0,0,1,0,0,0,1983-08-15,76
0,11,6,7,0,0,2,0,0,0,0,0,0,0,0,1983-09-10,77
0,13,5,6,0,0,1,0,0,0,0,0,0,1,0,1983-10-15,78
0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,1983-11-12,79
0,9,2,8,0,0,0,0,0,0,0,0,0,0,0,1983-12-08,80
0,11,2,3,0,0,0,0,0,0,0,0,0,2,0,1984-02-04,82
0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,1984-03-12,83
0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1984-04-09,84
0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1984-05-27,86
0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1984-07-03,87
0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,1984-07-31,88
0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1984-08-25,89
0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1984-09-29,90
0,15,2,1,0,0,0,0,0,0,0,0,0,0,0,1984-10-20,91
0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1984-12-30,93
0,9,2,0,0,0,0,0,0,0,2,0,0,1,0,1985-01-19,94
0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1985-02-16,95
